birth,death
7.424643537063228216e+00,7.494360029360138675e+00
7.283208802308397622e+00,7.354266180608275860e+00
7.138972563582960618e+00,7.283208802308397622e+00
6.841383403576045019e+00,7.138972563582960618e+00
6.530246893178023981e+00,6.764940966298938818e+00
6.530246893178023981e+00,6.687624816053416410e+00
6.450118129820966217e+00,6.530246893178023981e+00
6.286797491108875313e+00,6.530246893178023981e+00
5.858610731916929382e+00,5.946715085267524792e+00
5.858610731916929382e+00,5.946715085267524792e+00
5.299312797413967324e+00,5.492077686929392577e+00
5.299312797413967324e+00,5.492077686929392577e+00
5.200251486959002634e+00,5.946715085267524792e+00
5.200251486959002634e+00,5.492077686929392577e+00
5.200251486959002634e+00,5.492077686929392577e+00
5.099266116844971108e+00,5.200251486959002634e+00
4.996240019573425784e+00,5.200251486959002634e+00
4.996240019573425784e+00,5.492077686929392577e+00
4.673554593833122439e+00,4.996240019573425784e+00
4.326870780355047685e+00,4.560922269050696976e+00
4.204962562577004626e+00,4.326870780355047685e+00
4.204962562577004626e+00,4.326870780355047685e+00
1.019853223368994311e+00,1.442290260118349376e+00
1.019853223368994311e+00,1.442290260118349376e+00
1.019853223368994311e+00,1.442290260118349376e+00
1.019853223368994311e+00,1.442290260118349376e+00
1.019853223368994311e+00,1.766437599137989034e+00
1.019853223368994311e+00,1.442290260118349376e+00
1.019853223368994311e+00,1.766437599137989034e+00
0.000000000000000000e+00,7.766970750462204087e+00
0.000000000000000000e+00,1.442290260118349376e+00
0.000000000000000000e+00,1.442290260118349376e+00
0.000000000000000000e+00,2.039706446737988621e+00
0.000000000000000000e+00,2.039706446737988621e+00
