birth,death
8.019353890959346032e+00,8.079878175185903899e+00
7.896913817032793048e+00,7.958369326127312959e+00
7.772545196963609904e+00,8.079878175185903899e+00
7.772545196963609904e+00,7.958369326127312959e+00
7.709608572517893776e+00,7.958369326127312959e+00
7.582168248373286623e+00,8.019353890959346032e+00
7.517637983385431433e+00,7.582168248373286623e+00
7.253778522924218208e+00,7.386886479054487253e+00
6.909799589903693473e+00,6.979951638087039001e+00
6.694934419427214678e+00,6.909799589903693473e+00
6.694934419427214678e+00,6.838927977046736828e+00
6.621763540253498448e+00,6.838927977046736828e+00
6.547775033217761553e+00,6.621763540253498448e+00
6.472940860862949286e+00,6.621763540253498448e+00
6.397231345732973473e+00,7.186300046772050365e+00
6.320615032845128489e+00,6.621763540253498448e+00
6.320615032845128489e+00,6.472940860862949286e+00
6.243058536969451566e+00,6.547775033217761553e+00
6.243058536969451566e+00,6.320615032845128489e+00
5.922685362774594786e+00,6.084980764244517282e+00
5.922685362774594786e+00,6.084980764244517282e+00
5.922685362774594786e+00,6.320615032845128489e+00
5.755815573107175176e+00,5.839846522728466383e+00
5.670539517032078258e+00,7.118181921307946247e+00
4.523525665386928019e+00,4.629976127672251529e+00
2.961342681387297393e+00,3.121529268484725783e+00
2.791980655234815867e+00,2.961342681387297393e+00
1.974228454258198262e+00,2.207254513417832964e+00
1.709731994261684207e+00,1.974228454258198262e+00
1.709731994261684207e+00,1.974228454258198262e+00
1.709731994261684207e+00,1.974228454258198262e+00
1.395990327617407933e+00,1.709731994261684207e+00
1.395990327617407933e+00,2.207254513417832964e+00
1.395990327617407933e+00,1.709731994261684207e+00
1.395990327617407933e+00,2.207254513417832964e+00
1.395990327617407933e+00,1.709731994261684207e+00
9.871142271290991310e-01,1.395990327617407933e+00
9.871142271290991310e-01,1.395990327617407933e+00
9.871142271290991310e-01,2.207254513417832964e+00
0.000000000000000000e+00,9.154120753871360705e+00
