birth,death
4.196232991938128265e+00,4.317888126274233684e+00
4.196232991938128265e+00,4.317888126274233684e+00
3.808019390373427626e+00,4.196232991938128265e+00
3.669499302230484261e+00,3.808019390373427626e+00
3.218363789862794366e+00,3.669499302230484261e+00
3.053207974493386434e+00,3.375448419438520808e+00
3.053207974493386434e+00,3.218363789862794366e+00
3.053207974493386434e+00,3.218363789862794366e+00
2.492933872035117737e+00,2.878592084182822752e+00
2.275726860137218921e+00,2.878592084182822752e+00
1.762770445965668564e+00,2.035471982995590956e+00
1.762770445965668564e+00,2.275726860137218921e+00
1.762770445965668564e+00,3.669499302230484261e+00
1.762770445965668564e+00,2.035471982995590956e+00
1.762770445965668564e+00,2.035471982995590956e+00
1.762770445965668564e+00,4.436208338143060814e+00
1.017735991497795478e+00,1.439296042091411376e+00
0.000000000000000000e+00,4.551453720274437842e+00
0.000000000000000000e+00,1.439296042091411376e+00
