birth,death
2.899284286161531110e+00,3.075155368998625960e+00
2.899284286161531110e+00,3.075155368998625960e+00
2.510853844608917473e+00,2.899284286161531110e+00
2.292085482151458908e+00,2.510853844608917473e+00
1.775441780091279398e+00,2.050103579332417159e+00
1.775441780091279398e+00,2.050103579332417159e+00
1.449642143080765555e+00,1.775441780091279398e+00
1.025051789666208579e+00,1.449642143080765555e+00
0.000000000000000000e+00,1.025051789666208579e+00
0.000000000000000000e+00,1.025051789666208579e+00
0.000000000000000000e+00,1.025051789666208579e+00
