birth,death
8.485281374238569541e+00,8.602325267042626677e+00
8.062257748298549132e+00,8.124038404635960831e+00
8.062257748298549132e+00,8.124038404635960831e+00
7.874007874011811126e+00,8.062257748298549132e+00
7.483314773547882659e+00,7.681145747868607820e+00
7.483314773547882659e+00,7.810249675906653977e+00
7.348469228349534532e+00,7.549834435270749822e+00
6.403124237432848531e+00,6.480740698407860378e+00
6.403124237432848531e+00,6.480740698407860378e+00
6.403124237432848531e+00,6.480740698407860378e+00
6.324555320336759046e+00,6.403124237432848531e+00
6.324555320336759046e+00,6.557438524302000360e+00
6.164414002968976014e+00,6.403124237432848531e+00
6.164414002968976014e+00,6.324555320336759046e+00
6.164414002968976014e+00,6.324555320336759046e+00
6.082762530298219339e+00,6.164414002968976014e+00
5.916079783099616130e+00,6.164414002968976014e+00
5.916079783099616130e+00,6.633249580710799620e+00
5.830951894845300743e+00,6.000000000000000000e+00
5.744562646538028616e+00,5.830951894845300743e+00
5.744562646538028616e+00,5.830951894845300743e+00
5.744562646538028616e+00,5.830951894845300743e+00
5.744562646538028616e+00,5.830951894845300743e+00
5.477225575051661188e+00,6.000000000000000000e+00
5.196152422706632024e+00,5.385164807134503739e+00
5.000000000000000000e+00,5.099019513592784492e+00
4.898979485566355763e+00,5.000000000000000000e+00
4.898979485566355763e+00,5.099019513592784492e+00
4.898979485566355763e+00,5.000000000000000000e+00
4.582575694955839829e+00,4.898979485566355763e+00
4.582575694955839829e+00,4.898979485566355763e+00
4.472135954999579610e+00,4.582575694955839829e+00
4.358898943540673976e+00,4.898979485566355763e+00
4.242640687119284770e+00,4.358898943540673976e+00
4.123105625617660586e+00,4.242640687119284770e+00
3.741657386773941329e+00,4.000000000000000000e+00
1.732050807568877193e+00,2.000000000000000000e+00
0.000000000000000000e+00,8.660254037844387298e+00
0.000000000000000000e+00,1.414213562373095145e+00
0.000000000000000000e+00,2.236067977499789805e+00
