birth,death
8.602325267042626677e+00,8.944271909999159220e+00
8.485281374238569541e+00,8.544003745317530374e+00
8.062257748298549132e+00,8.306623862918074863e+00
8.062257748298549132e+00,8.124038404635960831e+00
7.874007874011811126e+00,8.062257748298549132e+00
7.483314773547882659e+00,7.549834435270749822e+00
7.280109889280518054e+00,7.348469228349534532e+00
7.000000000000000000e+00,7.071067811865475505e+00
6.782329983125268136e+00,7.000000000000000000e+00
6.782329983125268136e+00,7.000000000000000000e+00
6.782329983125268136e+00,7.000000000000000000e+00
6.708203932499369415e+00,6.782329983125268136e+00
6.708203932499369415e+00,7.000000000000000000e+00
6.708203932499369415e+00,6.782329983125268136e+00
6.708203932499369415e+00,7.000000000000000000e+00
6.708203932499369415e+00,7.000000000000000000e+00
6.708203932499369415e+00,7.000000000000000000e+00
6.633249580710799620e+00,6.782329983125268136e+00
6.633249580710799620e+00,6.708203932499369415e+00
6.557438524302000360e+00,7.071067811865475505e+00
6.557438524302000360e+00,6.708203932499369415e+00
6.480740698407860378e+00,6.633249580710799620e+00
6.480740698407860378e+00,6.557438524302000360e+00
6.403124237432848531e+00,7.000000000000000000e+00
6.403124237432848531e+00,6.480740698407860378e+00
6.403124237432848531e+00,6.480740698407860378e+00
6.403124237432848531e+00,6.708203932499369415e+00
6.324555320336759046e+00,6.403124237432848531e+00
6.164414002968976014e+00,6.403124237432848531e+00
6.164414002968976014e+00,6.324555320336759046e+00
6.164414002968976014e+00,6.324555320336759046e+00
6.164414002968976014e+00,6.403124237432848531e+00
6.164414002968976014e+00,6.403124237432848531e+00
6.000000000000000000e+00,6.324555320336759046e+00
5.830951894845300743e+00,5.916079783099616130e+00
5.744562646538028616e+00,5.830951894845300743e+00
5.477225575051661188e+00,5.656854249492380582e+00
5.477225575051661188e+00,6.324555320336759046e+00
5.196152422706632024e+00,5.385164807134503739e+00
5.099019513592784492e+00,6.403124237432848531e+00
4.123105625617660586e+00,4.242640687119284770e+00
3.741657386773941329e+00,4.000000000000000000e+00
0.000000000000000000e+00,9.055385138137417300e+00
0.000000000000000000e+00,4.123105625617660586e+00
