birth,death
5.726943011417400697e+00,5.813067287937058403e+00
5.726943011417400697e+00,5.813067287937058403e+00
5.639503632232301555e+00,5.726943011417400697e+00
4.883953410247786842e+00,5.083379878544743491e+00
4.345529395040900411e+00,4.458419087661659397e+00
4.229627724174225278e+00,4.458419087661659397e+00
3.730181032183033096e+00,4.110459298793986527e+00
3.594492383466236340e+00,3.730181032183033096e+00
3.306452089275482287e+00,3.453476575385374225e+00
3.152578370257100193e+00,5.180214863078061782e+00
2.990798445658219507e+00,3.306452089275482287e+00
2.990798445658219507e+00,3.306452089275482287e+00
2.819751816116150778e+00,2.990798445658219507e+00
2.819751816116150778e+00,2.990798445658219507e+00
2.441976705123893421e+00,2.819751816116150778e+00
2.441976705123893421e+00,2.990798445658219507e+00
2.441976705123893421e+00,5.813067287937058403e+00
1.409875908058075389e+00,1.726738287692687113e+00
1.409875908058075389e+00,1.726738287692687113e+00
1.409875908058075389e+00,1.726738287692687113e+00
1.409875908058075389e+00,1.726738287692687113e+00
0.000000000000000000e+00,5.981596891316439013e+00
0.000000000000000000e+00,1.409875908058075389e+00
0.000000000000000000e+00,1.726738287692687113e+00
