t_mm,sub-01,sub-02,sub-03,sub-04,sub-05,sub-06,sub-07,sub-08,sub-09,sub-10,sub-11,sub-12,sub-13,sub-14,sub-15,sub-16
4.393977961858253067e+00,3.591725266659438809e+00,1.789567320022450225e+00,3.372992788603951020e+00,1.506045725033884786e+00,1.083476201523959404e+00,0.000000000000000000e+00,3.913215602708584484e+00,3.379553361212090934e-01,6.514806921354265867e-01,1.587618929458185946e+00,4.393977961858253067e+00,1.574757584161847745e-01,3.563138415283859217e+00,1.597312516834591634e+00,2.537401128748423496e+00,1.067225190754137465e+00
4.485519169396966710e+00,3.500184059120725166e+00,1.698026112483736583e+00,3.281451581065237377e+00,1.414504517495171143e+00,9.919349939852457609e-01,0.000000000000000000e+00,3.821674395169870841e+00,2.464141285824954508e-01,5.599394845967129442e-01,1.496077721919472303e+00,4.485519169396966710e+00,6.593455087747113197e-02,3.471597207745145575e+00,1.505771309295877991e+00,2.445859921209709853e+00,9.756839832154238223e-01
4.577060376935680353e+00,3.408642851582011524e+00,1.606484904945022940e+00,3.189910373526523735e+00,1.322963309956457501e+00,9.003937864465321184e-01,0.000000000000000000e+00,3.730133187631157199e+00,1.548729210437818082e-01,4.683982770579993016e-01,1.404536514380758661e+00,4.577060376935680353e+00,0.000000000000000000e+00,3.380056000206431932e+00,1.414230101757164348e+00,2.354318713670996210e+00,8.841427756767101798e-01
4.668601584474393995e+00,3.317101644043297881e+00,1.514943697406309298e+00,3.098369165987810092e+00,1.231422102417743858e+00,8.088525789078184758e-01,0.000000000000000000e+00,3.638591980092443556e+00,6.333171350506816566e-02,3.768570695192856590e-01,1.312995306842045018e+00,4.485519169396966710e+00,0.000000000000000000e+00,3.288514792667718289e+00,1.322688894218450706e+00,2.262777506132282568e+00,7.926015681379965372e-01
4.760142792013107638e+00,3.225560436504584239e+00,1.423402489867595655e+00,3.006827958449096450e+00,1.139880894879030215e+00,7.173113713691048332e-01,0.000000000000000000e+00,3.547050772553729914e+00,0.000000000000000000e+00,2.853158619805720164e-01,1.221454099303331375e+00,4.393977961858253067e+00,0.000000000000000000e+00,3.196973585129004647e+00,1.231147686679737063e+00,2.171236298593568925e+00,7.010603605992828946e-01
4.851683999551821280e+00,3.134019228965870596e+00,1.331861282328882012e+00,2.915286750910382807e+00,1.048339687340316573e+00,6.257701638303911906e-01,0.000000000000000000e+00,3.455509565015016271e+00,0.000000000000000000e+00,1.937746544418583738e-01,1.129912891764617733e+00,4.302436754319539425e+00,0.000000000000000000e+00,3.105432377590291004e+00,1.139606479141023421e+00,2.079695091054855283e+00,6.095191530605692520e-01
4.943225207090534035e+00,3.042478021427157842e+00,1.240320074790169258e+00,2.823745543371670053e+00,9.567984798016038184e-01,5.342289562916784362e-01,0.000000000000000000e+00,3.363968357476303517e+00,0.000000000000000000e+00,1.022334469031456194e-01,1.038371684225904978e+00,4.210895546780826670e+00,0.000000000000000000e+00,3.013891170051578250e+00,1.048065271602310666e+00,1.988153883516142528e+00,5.179779455218564976e-01
5.034766414629247677e+00,2.950936813888444199e+00,1.148778867251455615e+00,2.732204335832956410e+00,8.652572722628901758e-01,4.426877487529647937e-01,0.000000000000000000e+00,3.272427149937589874e+00,0.000000000000000000e+00,1.069223936443197687e-02,9.468304766871913358e-01,4.119354339242113028e+00,0.000000000000000000e+00,2.922349962512864607e+00,9.565240640635970237e-01,1.896612675977428886e+00,4.264367379831428551e-01
5.126307622167961320e+00,2.859395606349730556e+00,1.057237659712741973e+00,2.640663128294242767e+00,7.737160647241765332e-01,3.511465412142511511e-01,0.000000000000000000e+00,3.180885942398876232e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.552892691484776932e-01,4.027813131703399385e+00,0.000000000000000000e+00,2.830808754974150965e+00,8.649828565248833812e-01,1.805071468438715243e+00,3.348955304444292125e-01
5.217848829706674962e+00,2.767854398811016914e+00,9.656964521740283303e-01,2.549121920755529125e+00,6.821748571854628906e-01,2.596053336755375085e-01,0.000000000000000000e+00,3.089344734860162589e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.637480616097640507e-01,3.936271924164685743e+00,0.000000000000000000e+00,2.739267547435437322e+00,7.734416489861697386e-01,1.713530260900001601e+00,2.433543229057155699e-01
5.309390037245388605e+00,2.676313191272303271e+00,8.741552446353146877e-01,2.457580713216815482e+00,5.906336496467492481e-01,1.680641261368238659e-01,0.000000000000000000e+00,2.997803527321448946e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.722068540710504081e-01,3.844730716625972100e+00,0.000000000000000000e+00,2.647726339896723680e+00,6.819004414474560960e-01,1.621989053361287958e+00,1.518131153670019273e-01
5.400931244784102248e+00,2.584771983733589629e+00,7.826140370966010451e-01,2.366039505678101840e+00,4.990924421080356055e-01,7.652291859811022334e-02,0.000000000000000000e+00,2.906262319782735304e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.806656465323367655e-01,3.753189509087258457e+00,0.000000000000000000e+00,2.556185132358010037e+00,5.903592339087424534e-01,1.530447845822574315e+00,6.027190782828828475e-02
5.492472452322815890e+00,2.493230776194875986e+00,6.910728295578874025e-01,2.274498298139388197e+00,4.075512345693219629e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.814721112244021661e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.891244389936231229e-01,3.661648301548544815e+00,0.000000000000000000e+00,2.464643924819296394e+00,4.988180263700288108e-01,1.438906638283860673e+00,0.000000000000000000e+00
5.584013659861529533e+00,2.401689568656162344e+00,5.995316220191737600e-01,2.182957090600674555e+00,3.160100270306083203e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.723179904705308019e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.975832314549094804e-01,3.570107094009831172e+00,0.000000000000000000e+00,2.373102717280582752e+00,4.072768188313151683e-01,1.347365430745147030e+00,0.000000000000000000e+00
5.675554867400243175e+00,2.310148361117448701e+00,5.079904144804601174e-01,2.091415883061960912e+00,2.244688194918946778e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.631638697166594376e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.060420239161958378e-01,3.478565886471117530e+00,0.000000000000000000e+00,2.281561509741869109e+00,3.157356112926015257e-01,1.255824223206433388e+00,0.000000000000000000e+00
5.767096074938956818e+00,2.218607153578735058e+00,4.164492069417464748e-01,1.999874675523247269e+00,1.329276119531810352e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.540097489627880734e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.145008163774821952e-01,3.387024678932403887e+00,0.000000000000000000e+00,2.190020302203155467e+00,2.241944037538878831e-01,1.164283015667719745e+00,0.000000000000000000e+00
5.858637282477670460e+00,2.127065946040021416e+00,3.249079994030328322e-01,1.908333467984533627e+00,4.138640441446739260e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.448556282089167091e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.229596088387685526e-01,3.295483471393690245e+00,0.000000000000000000e+00,2.098479094664441824e+00,1.326531962151742405e-01,1.072741808129006102e+00,0.000000000000000000e+00
5.950178490016384103e+00,2.035524738501307773e+00,2.333667918643191896e-01,1.816792260445819984e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.357015074550453448e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.141840130005491005e-02,3.203942263854976602e+00,0.000000000000000000e+00,2.006937887125728182e+00,4.111198867646059796e-02,9.812006005902924599e-01,0.000000000000000000e+00
