t_mm,sub-01,sub-02,sub-03,sub-04,sub-05,sub-06,sub-07,sub-08,sub-09,sub-10,sub-11,sub-12,sub-13,sub-14,sub-15,sub-16
6.041719697555097746e+00,1.943983530962594131e+00,1.418255843256055471e-01,1.725251052907106342e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.265473867011739806e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.112401056316262959e+00,0.000000000000000000e+00,1.915396679587014539e+00,0.000000000000000000e+00,8.896593930515788173e-01,0.000000000000000000e+00
6.133260905093811388e+00,1.852442323423880488e+00,5.028437678689190449e-02,1.633709845368392699e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.173932659473026163e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.020859848777549317e+00,0.000000000000000000e+00,1.823855472048300896e+00,0.000000000000000000e+00,7.981181855128651748e-01,0.000000000000000000e+00
6.224802112632525031e+00,1.760901115885166845e+00,0.000000000000000000e+00,1.542168637829679056e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.082391451934312521e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.929318641238835674e+00,0.000000000000000000e+00,1.732314264509587254e+00,0.000000000000000000e+00,7.065769779741515322e-01,0.000000000000000000e+00
6.316343320171238673e+00,1.669359908346453203e+00,0.000000000000000000e+00,1.450627430290965414e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.990850244395598878e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.837777433700122032e+00,0.000000000000000000e+00,1.640773056970873611e+00,0.000000000000000000e+00,6.150357704354378896e-01,0.000000000000000000e+00
6.407884527709952316e+00,1.577818700807739560e+00,0.000000000000000000e+00,1.359086222752251771e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.899309036856885236e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.746236226161408389e+00,0.000000000000000000e+00,1.549231849432159969e+00,0.000000000000000000e+00,5.234945628967242470e-01,0.000000000000000000e+00
6.499425735248665958e+00,1.486277493269025918e+00,0.000000000000000000e+00,1.267545015213538129e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.807767829318171593e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.654695018622694747e+00,0.000000000000000000e+00,1.457690641893446326e+00,0.000000000000000000e+00,4.319533553580106044e-01,0.000000000000000000e+00
6.590966942787379601e+00,1.394736285730312275e+00,0.000000000000000000e+00,1.176003807674824486e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.716226621779457950e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.563153811083981104e+00,0.000000000000000000e+00,1.366149434354732684e+00,0.000000000000000000e+00,3.404121478192969619e-01,0.000000000000000000e+00
6.682508150326093244e+00,1.303195078191598633e+00,0.000000000000000000e+00,1.084462600136110844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.624685414240744308e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.471612603545267461e+00,0.000000000000000000e+00,1.274608226816019041e+00,0.000000000000000000e+00,2.488709402805833193e-01,0.000000000000000000e+00
6.774049357864806886e+00,1.211653870652884990e+00,0.000000000000000000e+00,9.929213925973972010e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.533144206702030665e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.380071396006553819e+00,0.000000000000000000e+00,1.183067019277305398e+00,0.000000000000000000e+00,1.573297327418696767e-01,0.000000000000000000e+00
6.865590565403519641e+00,1.120112663114172236e+00,0.000000000000000000e+00,9.013801850586844466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.441602999163317911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.288530188467841064e+00,0.000000000000000000e+00,1.091525811738592644e+00,0.000000000000000000e+00,6.578852520315692232e-02,0.000000000000000000e+00
6.957131772942233283e+00,1.028571455575458593e+00,0.000000000000000000e+00,8.098389775199708041e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.350061791624604268e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.196988980929127422e+00,0.000000000000000000e+00,9.999846041998790014e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.048672980480946926e+00,9.370302480367449505e-01,0.000000000000000000e+00,7.182977699812571615e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258520584085890626e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.105447773390413779e+00,0.000000000000000000e+00,9.084433966611653588e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.140214188019660568e+00,8.454890404980313079e-01,0.000000000000000000e+00,6.267565624425435189e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.166979376547176983e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.013906565851700137e+00,0.000000000000000000e+00,8.169021891224517162e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.231755395558374211e+00,7.539478329593176653e-01,0.000000000000000000e+00,5.352153549038298763e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.075438169008463341e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.922365358312986494e+00,0.000000000000000000e+00,7.253609815837380737e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.323296603097087853e+00,6.624066254206040227e-01,0.000000000000000000e+00,4.436741473651162337e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.838969614697496979e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.830824150774272852e+00,0.000000000000000000e+00,6.338197740450244311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.414837810635801496e+00,5.708654178818903802e-01,0.000000000000000000e+00,3.521329398264025912e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.923557539310360553e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.739282943235559209e+00,0.000000000000000000e+00,5.422785665063107885e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.506379018174515139e+00,4.793242103431767376e-01,0.000000000000000000e+00,2.605917322876889486e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.008145463923224128e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.647741735696845566e+00,0.000000000000000000e+00,4.507373589675971459e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.597920225713228781e+00,3.877830028044630950e-01,0.000000000000000000e+00,1.690505247489753060e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.092733388536087702e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.556200528158131924e+00,0.000000000000000000e+00,3.591961514288835033e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.689461433251942424e+00,2.962417952657494524e-01,0.000000000000000000e+00,7.750931721026166343e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.177321313148951276e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.464659320619418281e+00,0.000000000000000000e+00,2.676549438901698608e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.781002640790656066e+00,2.047005877270358098e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.261909237761814850e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.373118113080704639e+00,0.000000000000000000e+00,1.761137363514562182e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.872543848329369709e+00,1.131593801883221673e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.346497162374678425e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281576905541990996e+00,0.000000000000000000e+00,8.457252881274257561e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.964085055868083352e+00,2.161817264960852469e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.431085086987541999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190035698003277354e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.055626263406796994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.515673011600405573e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.098494490464563711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.147167470945509749e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600260936213278029e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.006953282925850957e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.238708678484224279e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.848488608261327215e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.154120753871364258e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.330249886022937034e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.238708678484236714e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.421791093561651564e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.323296603097091406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.513332301100364319e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.407884527709963862e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.604873508639078850e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.492472452322818555e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.696414716177791604e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.577060376935691011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.787955923716506135e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.661648301548545703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.879497131255218889e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.746236226161418159e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.971038338793933420e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.830824150774272574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.062579546332646174e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.154120753871451688e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.154120753871360705e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
